date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,year_month,category
2024-06-06,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,43.26,61.0,262,False,False,Rainy,2024-06,ana_yemek
2024-06-06,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.82,2.66,158,False,False,Cloudy,2024-06,ana_yemek
2024-06-06,4,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.33,41.71,117,False,False,Sunny,2024-06,ana_yemek
2024-06-06,35,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.12,6.26,229,False,False,Sunny,2024-06,tatli
2024-06-06,43,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.03,11.72,345,False,False,Cloudy,2024-06,ana_yemek
2024-06-06,30,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.39,3.56,424,False,False,Cloudy,2024-06,icecek
2024-06-06,41,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.05,44.69,34,False,False,Sunny,2024-06,ana_yemek
2024-06-06,35,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.68,2.72,556,False,False,Sunny,2024-06,icecek
2024-06-07,40,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,20.18,32.86,48,False,False,Sunny,2024-06,ana_yemek
2024-06-07,12,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,26.9,44.63,12,False,False,Cloudy,2024-06,ana_yemek
2024-06-07,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,10.22,12.21,188,False,False,Sunny,2024-06,ana_yemek
2024-06-07,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.44,9.5,296,False,False,Sunny,2024-06,ana_yemek
2024-06-07,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,33.8,72.29,7,False,False,Rainy,2024-06,ana_yemek
2024-06-07,25,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.32,9.98,536,True,False,Rainy,2024-06,ana_yemek
2024-06-07,28,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.24,7.43,430,False,False,Cloudy,2024-06,icecek
2024-06-07,7,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,27.86,50.06,218,False,False,Rainy,2024-06,ana_yemek
2024-06-07,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.12,6.9,493,True,False,Rainy,2024-06,ana_yemek
2024-06-07,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.92,2.44,367,False,False,Cloudy,2024-06,ana_yemek
2024-06-07,49,Kopitiam,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.54,8.89,103,False,False,Cloudy,2024-06,tatli
2024-06-07,38,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,36.87,62.46,0,False,False,Sunny,2024-06,ana_yemek
2024-06-07,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,44.98,36.19,283,True,False,Rainy,2024-06,ana_yemek
2024-06-07,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,7.55,15.06,201,False,False,Sunny,2024-06,ana_yemek
2024-06-07,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.52,2.7,196,False,False,Sunny,2024-06,ana_yemek
2024-06-07,21,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.3,10.5,260,False,False,Sunny,2024-06,tatli
2024-06-07,3,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,4.07,4.3,341,False,False,Rainy,2024-06,icecek
2024-06-07,13,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.05,4.1,325,True,False,Sunny,2024-06,tatli
2024-06-07,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.49,22.3,145,False,False,Sunny,2024-06,ana_yemek
2024-06-07,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.2,10.71,324,False,False,Sunny,2024-06,ana_yemek
2024-06-07,7,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.24,3.83,464,False,False,Sunny,2024-06,icecek
2024-06-07,35,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.03,3.01,642,False,True,Sunny,2024-06,icecek
2024-06-07,37,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,11.07,15.43,142,False,False,Sunny,2024-06,ana_yemek
2024-06-07,35,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,7.32,13.54,266,False,False,Cloudy,2024-06,ana_yemek
2024-06-07,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.59,2.59,359,False,False,Cloudy,2024-06,ana_yemek
2024-06-07,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,12.69,20.85,154,False,False,Sunny,2024-06,ana_yemek
2024-06-07,12,Cafe,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,30.38,36.8,151,False,False,Sunny,2024-06,ana_yemek
2024-06-07,42,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.56,7.47,243,False,False,Sunny,2024-06,icecek
2024-06-07,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,18.16,21.23,218,False,False,Sunny,2024-06,ana_yemek
2024-06-07,46,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.59,4.55,743,False,False,Sunny,2024-06,icecek
2024-06-07,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.1,11.94,132,True,False,Rainy,2024-06,corba
2024-06-07,43,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.4,6.37,312,False,False,Sunny,2024-06,icecek
2024-06-07,8,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.71,20.99,95,False,False,Cloudy,2024-06,corba
2024-06-07,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.96,10.01,250,False,False,Sunny,2024-06,ana_yemek
2024-06-07,46,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,23.42,38.51,158,False,False,Sunny,2024-06,ana_yemek
2024-06-07,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.98,2.39,422,False,False,Cloudy,2024-06,icecek
2024-06-07,7,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.92,14.86,345,False,False,Sunny,2024-06,ana_yemek
2024-06-07,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.84,6.54,709,True,False,Sunny,2024-06,ana_yemek
2024-06-07,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.19,24.12,103,False,False,Cloudy,2024-06,ana_yemek
2024-06-07,31,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.5,3.22,290,False,False,Cloudy,2024-06,icecek
2024-06-08,6,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.17,44.78,317,True,False,Sunny,2024-06,ana_yemek
2024-06-08,15,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.8,1.8,1517,True,False,Sunny,2024-06,icecek
2024-06-08,25,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,7.18,7.73,237,False,False,Cloudy,2024-06,icecek
2024-06-08,11,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.35,5.97,933,True,False,Cloudy,2024-06,ana_yemek
2024-06-08,15,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.57,7.1,483,False,False,Cloudy,2024-06,ana_yemek
2024-06-08,10,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,42.65,70.3,226,False,False,Rainy,2024-06,ana_yemek
2024-06-08,14,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.81,2.76,379,False,False,Rainy,2024-06,icecek
2024-06-08,26,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.59,8.17,274,False,False,Sunny,2024-06,ana_yemek
2024-06-08,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.42,9.83,386,False,False,Rainy,2024-06,ana_yemek
2024-06-08,4,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.42,17.39,183,False,False,Cloudy,2024-06,corba
2024-06-08,37,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.12,15.74,194,False,False,Sunny,2024-06,ana_yemek
2024-06-08,42,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.57,14.6,321,False,False,Sunny,2024-06,ana_yemek
2024-06-08,4,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.42,14.18,257,False,False,Sunny,2024-06,corba
2024-06-08,35,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.87,16.82,375,False,False,Sunny,2024-06,ana_yemek
2024-06-08,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.69,8.08,322,False,False,Cloudy,2024-06,ana_yemek
2024-06-08,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.93,9.66,191,False,False,Sunny,2024-06,ana_yemek
2024-06-08,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,18.62,21.79,163,False,False,Sunny,2024-06,ana_yemek
2024-06-08,15,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.69,5.36,644,False,True,Cloudy,2024-06,tatli
2024-06-08,38,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,49.67,63.94,244,False,False,Sunny,2024-06,ana_yemek
2024-06-08,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,18.36,21.67,160,False,False,Cloudy,2024-06,ana_yemek
2024-06-08,38,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.7,16.31,199,True,False,Cloudy,2024-06,corba
2024-06-08,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.56,22.35,309,False,False,Rainy,2024-06,ana_yemek
2024-06-08,5,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.7,15.84,95,False,False,Rainy,2024-06,corba
2024-06-08,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.48,13.82,133,False,False,Sunny,2024-06,corba
2024-06-08,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.81,24.38,145,False,False,Sunny,2024-06,ana_yemek
2024-06-08,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.12,9.64,210,False,False,Rainy,2024-06,ana_yemek
2024-06-09,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.96,2.66,672,False,False,Cloudy,2024-06,ana_yemek
2024-06-09,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,10.02,11.98,584,False,False,Sunny,2024-06,ana_yemek
2024-06-09,38,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,52.44,75.06,0,False,False,Rainy,2024-06,ana_yemek
2024-06-09,3,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,33.06,40.3,131,False,False,Sunny,2024-06,ana_yemek
2024-06-09,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.95,2.61,298,False,False,Sunny,2024-06,ana_yemek
2024-06-09,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.08,9.04,420,False,False,Rainy,2024-06,ana_yemek
2024-06-09,42,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,51.37,74.84,98,False,False,Sunny,2024-06,ana_yemek
2024-06-09,25,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,47.86,49.08,199,True,False,Sunny,2024-06,ana_yemek
2024-06-09,11,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.93,8.51,327,False,False,Sunny,2024-06,ana_yemek
2024-06-09,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.81,2.63,625,False,False,Sunny,2024-06,ana_yemek
2024-06-09,12,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.3,36.55,286,False,False,Sunny,2024-06,ana_yemek
2024-06-09,3,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.35,16.72,23,False,False,Cloudy,2024-06,corba
2024-06-09,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.82,2.49,706,False,False,Sunny,2024-06,ana_yemek
2024-06-09,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.1,5.91,250,False,False,Sunny,2024-06,tatli
2024-06-09,26,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.22,6.84,386,False,False,Cloudy,2024-06,tatli
2024-06-09,47,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.28,5.83,329,False,False,Cloudy,2024-06,tatli
2024-06-09,21,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.61,13.52,434,False,False,Cloudy,2024-06,ana_yemek
2024-06-09,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,10.54,10.87,294,False,False,Cloudy,2024-06,ana_yemek
2024-06-09,3,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.81,3.26,568,False,False,Sunny,2024-06,icecek
2024-06-09,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.81,2.35,449,False,False,Cloudy,2024-06,ana_yemek
2024-06-09,6,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,42.31,53.0,330,False,False,Sunny,2024-06,ana_yemek
2024-06-09,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.85,7.81,452,False,False,Sunny,2024-06,icecek
2024-06-09,3,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.87,2.72,883,True,False,Cloudy,2024-06,icecek
2024-06-09,23,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,46.0,55.2,153,False,False,Sunny,2024-06,ana_yemek
2024-06-10,41,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,11.05,10.63,255,False,False,Cloudy,2024-06,ana_yemek
2024-06-10,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.27,28.08,83,False,False,Sunny,2024-06,ana_yemek
2024-06-10,44,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.82,2.48,557,False,False,Sunny,2024-06,icecek
2024-06-10,32,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.66,7.43,375,False,False,Sunny,2024-06,icecek
2024-06-10,5,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,29.44,31.05,154,False,False,Rainy,2024-06,ana_yemek
2024-06-10,10,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.41,17.57,383,False,False,Sunny,2024-06,ana_yemek
2024-06-10,41,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.21,14.2,219,False,False,Rainy,2024-06,corba
2024-06-10,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.51,21.63,146,False,False,Sunny,2024-06,ana_yemek
2024-06-10,3,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.99,17.71,227,False,False,Sunny,2024-06,corba
2024-06-10,1,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,21.28,31.73,0,False,True,Sunny,2024-06,ana_yemek
2024-06-10,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,33.07,59.81,79,False,False,Sunny,2024-06,ana_yemek
2024-06-10,27,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.74,2.41,371,False,False,Cloudy,2024-06,ana_yemek
2024-06-10,6,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,39.86,64.78,10,False,False,Cloudy,2024-06,ana_yemek
2024-06-10,1,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.95,8.13,303,False,False,Rainy,2024-06,ana_yemek
2024-06-10,44,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.86,2.06,699,True,False,Cloudy,2024-06,icecek
2024-06-10,28,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,55.67,64.0,192,False,False,Sunny,2024-06,ana_yemek
2024-06-10,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.49,44.11,97,True,False,Sunny,2024-06,ana_yemek
2024-06-10,19,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,15.39,18.73,286,True,False,Cloudy,2024-06,ana_yemek
2024-06-10,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.77,8.26,260,False,False,Sunny,2024-06,tatli
2024-06-10,38,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,38.58,58.28,167,False,False,Sunny,2024-06,ana_yemek
2024-06-10,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.45,10.05,688,True,False,Sunny,2024-06,ana_yemek
2024-06-10,12,Cafe,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,4.62,3.4,400,True,False,Sunny,2024-06,icecek
2024-06-10,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.25,23.78,163,False,False,Cloudy,2024-06,ana_yemek
2024-06-10,17,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.98,9.62,369,False,False,Cloudy,2024-06,ana_yemek
2024-06-10,8,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,23.77,58.46,0,False,False,Rainy,2024-06,ana_yemek
2024-06-10,7,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.02,2.63,894,True,False,Cloudy,2024-06,icecek
2024-06-10,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.89,2.4,131,False,False,Sunny,2024-06,ana_yemek
2024-06-10,30,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.95,15.64,144,False,False,Cloudy,2024-06,corba
2024-06-10,45,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.03,14.02,0,False,False,Cloudy,2024-06,ana_yemek
2024-06-10,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.78,9.08,375,False,False,Sunny,2024-06,ana_yemek
2024-06-10,48,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.04,3.24,1179,True,False,Cloudy,2024-06,icecek
2024-06-10,21,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.61,3.11,1143,True,True,Sunny,2024-06,icecek
2024-06-10,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,9.49,11.59,121,False,False,Sunny,2024-06,ana_yemek
2024-06-10,33,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.31,3.34,469,False,False,Sunny,2024-06,icecek
2024-06-10,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.14,13.84,499,False,False,Sunny,2024-06,ana_yemek
2024-06-10,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,12.06,14.26,401,False,True,Sunny,2024-06,corba
2024-06-10,49,Kopitiam,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.13,3.07,486,False,False,Sunny,2024-06,icecek
2024-06-10,40,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.59,9.04,245,False,False,Sunny,2024-06,ana_yemek
2024-06-10,45,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.81,7.84,336,False,False,Sunny,2024-06,ana_yemek
2024-06-11,28,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.18,14.52,373,False,False,Cloudy,2024-06,ana_yemek
2024-06-11,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.1,12.16,160,False,False,Sunny,2024-06,ana_yemek
2024-06-11,29,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.44,8.2,53,False,False,Cloudy,2024-06,tatli
2024-06-11,39,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.88,3.68,397,False,False,Cloudy,2024-06,icecek
2024-06-11,19,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,10.62,26.28,43,False,False,Sunny,2024-06,ana_yemek
2024-06-11,15,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.37,4.59,394,True,False,Cloudy,2024-06,tatli
2024-06-11,34,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.59,18.64,133,False,False,Cloudy,2024-06,ana_yemek
2024-06-11,1,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.65,7.02,142,False,False,Sunny,2024-06,tatli
2024-06-11,31,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.89,3.5,216,False,False,Sunny,2024-06,icecek
2024-06-11,20,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.5,60.03,0,False,False,Rainy,2024-06,ana_yemek
2024-06-11,37,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.91,15.38,214,False,False,Sunny,2024-06,ana_yemek
2024-06-11,15,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.71,10.23,141,False,False,Rainy,2024-06,ana_yemek
2024-06-11,41,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,26.49,33.55,201,False,False,Sunny,2024-06,ana_yemek
2024-06-11,28,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,19.4,26.42,0,False,False,Sunny,2024-06,corba
2024-06-11,46,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.0,5.76,281,False,False,Sunny,2024-06,icecek
2024-06-11,26,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.49,7.5,178,False,False,Sunny,2024-06,tatli
2024-06-11,35,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.67,2.96,276,False,False,Cloudy,2024-06,icecek
2024-06-11,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.2,9.42,263,False,False,Sunny,2024-06,ana_yemek
2024-06-11,19,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,11.46,22.24,170,False,False,Rainy,2024-06,ana_yemek
2024-06-11,28,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,47.1,54.38,165,False,False,Rainy,2024-06,ana_yemek
2024-06-11,35,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.79,18.87,0,False,False,Sunny,2024-06,ana_yemek
2024-06-11,6,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,40.71,59.62,50,False,False,Sunny,2024-06,ana_yemek
2024-06-11,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.82,6.8,132,False,False,Sunny,2024-06,tatli
